  Timestamp,Temperature,Humidity
20250207093146,21.1,60.8
20250207093148,21.1,60.7
20250207093150,21.1,60.6
20250207093152,21.1,60.6
20250207093154,21.2,60.5
20250207093156,21.2,60.3
20250207093158,21.2,60.2
20250207093200,21.2,60.2
20250207093202,21.2,60.1
20250207093204,21.3,60.1
20250207093206,21.7,67.1
20250207093208,21.7,69.8
20250207093210,21.7,71.0
20250207093222,21.7,71.2
20250207093316,22.1,72.6
20250207093317,22.1,71.5
20250207093318,22.1,70.7
20250207093319,22.0,69.8
20250207093320,22.0,69.1
20250207093321,22.0,68.3
20250207093322,22.0,67.7
20250207093324,22.0,66.8
20250207093326,21.9,66.2
20250207093328,21.9,65.6
20250207093330,21.9,65.1
20250207093332,21.9,64.5
20250207093344,21.9,64.0
20250207093345,21.8,63.7
20250207093346,21.8,63.3
20250207093347,21.8,63.0
20250207093348,21.8,62.7
20250207093349,21.7,62.4
20250207093350,21.7,62.2
20250207093351,21.7,62.0
20250207093352,21.7,61.8
20250207093353,21.7,61.6
20250207093354,21.7,61.5
20250207093356,21.6,61.3
20250207093358,21.6,61.2
20250207093410,21.6,61.2
20250207093411,21.6,61.0
20250207093412,21.6,61.0
20250207093413,21.5,60.9
20250207093414,21.5,60.7
20250207093415,21.5,60.8
20250207093416,21.5,60.6
20250207093417,21.5,60.7
20250207093418,21.5,60.6
20250207093419,21.4,60.7
20250207093420,21.4,60.6
20250207093423,21.4,60.6
20250207093435,21.4,60.5
20250207093436,21.4,60.6
20250207093437,21.4,60.6
20250207093438,21.4,60.6
20250207093439,21.4,60.5
20250207093440,21.3,60.5
20250207093441,21.3,60.5
20250207093442,21.3,60.5
20250207093443,21.3,60.7
20250207093444,21.3,60.5
20250207093445,21.3,60.5
20250207093447,21.2,60.5
20250207093449,21.2,60.5
20250207093451,21.2,60.5
20250207093453,21.2,60.5
20250207093455,21.2,60.6
20250207093457,21.2,60.5
20250207093459,21.2,60.5
20250207093501,21.2,60.5
20250207093513,21.2,60.6
20250207093514,21.1,60.6
20250207093515,21.1,60.6
20250207093516,21.1,60.6
20250207093517,21.1,60.6
20250207093518,21.1,60.6
20250207093519,21.1,60.6
20250207093520,21.1,60.7
20250207093521,21.1,60.7
20250207093522,21.1,60.8
20250207093523,21.0,60.7
20250207093525,21.0,60.8
20250207093527,21.0,60.8
20250207093529,21.0,60.8
20250207093541,21.0,60.8
20250207093542,21.0,60.9
20250207093543,21.0,60.8
20250207093544,21.0,60.9
20250207093545,21.0,60.9
20250207093546,20.9,60.9
20250207093547,21.0,60.9
20250207093548,20.9,60.9
20250207093549,20.9,61.0
20250207093550,20.9,60.9
20250207093551,20.9,61.0
20250207093553,20.9,61.0
20250207093555,20.9,61.0
20250207093557,20.9,61.0
20250207093559,20.9,61.1
20250207093601,20.9,61.1
20250207093603,20.9,61.1
20250207093615,20.9,61.1
20250207093616,20.9,61.2
20250207093617,20.8,61.2
20250207093618,20.8,61.1
20250207093619,20.8,61.2
20250207093620,20.8,61.2
20250207093621,20.8,61.2
20250207093622,20.8,61.3
20250207093623,20.8,61.2
20250207093624,20.8,61.2
20250207093625,20.8,61.3
20250207093627,20.8,61.2
20250207093629,20.8,61.3
20250207093631,20.8,61.2
20250207093633,20.8,61.4
20250207093635,20.8,61.3
20250207093637,20.7,61.3
20250207093639,20.7,61.4
20250207093641,20.7,61.4
20250207093653,20.7,61.4
20250207093654,20.7,61.4
20250207093655,20.7,61.5
20250207093656,20.7,61.5
20250207093657,20.7,61.5
20250207093658,20.7,61.4
20250207093659,20.7,61.5
20250207093700,20.7,61.5
20250207093701,20.7,61.5
20250207093702,20.7,61.6
20250207093703,20.7,61.6
20250207093705,20.7,61.6
20250207093707,20.7,61.7
20250207093709,20.6,61.6
20250207093711,20.6,61.6
20250207093723,20.7,61.7
20250207093724,20.7,61.6
20250207093725,20.7,61.7
20250207093726,20.6,61.7
20250207093727,20.6,61.7
20250207093728,20.6,61.7
20250207093729,20.6,61.6
20250207093730,20.6,61.7
20250207093731,20.6,61.7
20250207093732,20.6,61.7
20250207093733,20.6,61.8
20250207093735,20.6,61.8
20250207093737,20.6,61.8
20250207093739,20.6,62.0
20250207093741,20.6,61.9
20250207093743,20.6,61.9
20250207093745,20.6,61.9
20250207093747,20.6,62.0
20250207093749,20.6,62.0
20250207093751,20.6,61.9
20250207093753,20.6,62.0
20250207093755,20.6,62.0
20250207093807,20.6,62.0
20250207093808,20.6,62.0
20250207093809,20.6,62.0
20250207093810,20.6,62.1
20250207093811,20.6,62.1
20250207093812,20.6,62.1
20250207093813,20.5,62.1
20250207093814,20.6,62.2
20250207093815,20.5,62.3
20250207093816,20.6,62.2
20250207093817,20.6,62.2
20250207093829,20.6,62.3
20250207093830,20.5,62.2
20250207093831,20.5,62.3
20250207093832,20.6,62.3
20250207093833,20.5,62.4
20250207093834,20.5,62.3
20250207093835,20.5,62.3
20250207093836,20.5,62.4
20250207093837,20.5,62.5
20250207093838,20.5,62.4
20250207093839,20.5,62.5
20250207093841,20.5,62.3
20250207093843,20.5,62.4
20250207093845,20.5,62.5
20250207093847,20.5,62.4
20250207093849,20.5,62.4
20250207093851,20.5,62.4
20250207093853,20.5,62.5
20250207093905,20.5,62.5
20250207093907,20.5,62.5
20250207093908,20.5,62.5
20250207093909,20.5,62.5
20250207093910,20.5,62.5
20250207093911,20.5,62.4
20250207093912,20.5,62.5
20250207093913,20.5,62.5
20250207093914,20.5,62.4
20250207093915,20.5,62.5
20250207093916,20.5,62.5
20250207093918,20.5,62.5
20250207093920,20.5,62.5
20250207093922,20.5,62.5
20250207093924,20.5,62.6
20250207093926,20.5,62.5
20250207093938,20.5,62.6
20250207093939,20.5,62.5
20250207093940,20.5,62.6
20250207093941,20.5,62.6
20250207093942,20.5,62.6
20250207093943,20.5,62.6
20250207093944,20.5,62.6
20250207093945,20.5,62.7
20250207093946,20.6,62.6
20250207093947,20.6,62.6
20250207093948,20.6,62.6
20250207094000,20.6,62.6
20250207094001,20.6,62.7
20250207094002,20.6,62.6
20250207094003,20.6,62.6
20250207094004,20.6,62.6
20250207094005,20.6,62.5
20250207094006,20.6,62.5
20250207094007,20.6,62.6
20250207094008,20.6,62.6
20250207094009,20.6,62.6
20250207094010,20.6,62.6
20250207094012,20.6,62.6
20250207094024,20.6,62.7
20250207094025,20.6,62.7
20250207094026,20.6,62.7
20250207094027,20.6,62.7
20250207094028,20.6,62.6
20250207094029,20.6,62.7
20250207094030,20.6,62.7
20250207094031,20.6,62.8
20250207094032,20.6,62.7
20250207094033,20.6,62.8
20250207094034,20.6,62.7
20250207094036,20.6,62.7
20250207094048,20.6,62.8
20250207094049,20.6,62.7
20250207094050,20.6,62.7
20250207094051,20.6,62.7
20250207094052,20.6,62.7
20250207094053,20.6,62.8
20250207094054,20.6,62.7
20250207094055,20.7,62.8
20250207094056,20.6,62.7
20250207094057,20.6,62.8
20250207094058,20.7,62.8
20250207094100,20.6,62.7
20250207094102,20.6,62.7
20250207094104,20.6,62.7
20250207094116,20.7,62.7
20250207094117,20.7,62.6
20250207094118,20.7,62.6
20250207094119,20.6,62.6
20250207094120,20.7,62.7
20250207094121,20.7,62.6
20250207094122,20.7,62.7
20250207094123,20.7,62.7
20250207094124,20.7,62.7
20250207094125,20.7,62.6
20250207094126,20.7,62.7
20250207094128,20.7,62.7
20250207094140,20.7,62.7
20250207094141,20.7,62.7
20250207094142,20.7,62.7
20250207094143,20.7,62.6
20250207094144,20.7,62.7
20250207094145,20.7,62.6
20250207094146,20.7,62.6
20250207094147,20.7,62.6
20250207094148,20.7,62.6
20250207094149,20.7,62.5
20250207094150,20.7,62.5
20250207094152,20.7,62.5
20250207094154,20.7,62.6
20250207094156,20.7,62.5
20250207094158,20.7,62.5
20250207094210,20.7,62.4
20250207094211,20.7,62.4
20250207094212,20.7,62.5
20250207094213,20.7,62.4
20250207094214,20.7,62.5
20250207094215,20.7,62.4
20250207094216,20.7,62.5
20250207094217,20.7,62.4
20250207094218,20.7,62.5
20250207094219,20.7,62.4
20250207094220,20.7,62.5
20250207094222,20.7,62.5
20250207094224,20.7,62.3
20250207094226,20.7,62.4
20250207094228,20.7,62.4
20250207094230,20.7,62.4
20250207094232,20.7,62.4
20250207094234,20.7,62.4
20250207094236,20.7,62.3
20250207094238,20.7,62.3
20250207094240,20.7,62.3
20250207094252,20.7,62.3
20250207094253,20.7,62.3
20250207094254,20.7,62.3
20250207094255,20.7,62.2
20250207094256,20.7,62.2
20250207094257,20.7,62.1
20250207094258,20.7,62.1
20250207094259,20.7,62.2
20250207094300,20.7,62.1
20250207094301,20.7,62.1
20250207094302,20.7,62.1
20250207094304,20.7,62.1
20250207094306,20.7,62.1
20250207094308,20.7,62.0
20250207094310,20.7,62.1
20250207094312,20.7,62.1
20250207094314,20.7,62.1
20250207094316,20.7,62.1
20250207094318,20.7,62.1
20250207094320,20.7,62.1
20250207094322,20.7,62.1
20250207094334,20.7,62.1
20250207094335,20.7,62.0
20250207094336,20.7,62.1
20250207094337,20.7,62.1
20250207094338,20.7,62.1
20250207094339,20.7,62.0
20250207094340,20.7,62.2
20250207094342,20.7,62.0
20250207094343,20.7,62.1
20250207094344,20.7,62.1
20250207094345,20.7,62.0
20250207094347,20.7,62.1
20250207094359,20.7,62.2
20250207094400,20.7,62.1
20250207094401,20.7,62.1
20250207094402,20.7,62.2
20250207094403,20.7,62.2
20250207094404,20.7,62.2
20250207094405,20.7,62.2
20250207094406,20.7,62.1
20250207094407,20.7,62.1
20250207094408,20.7,62.1
20250207094409,20.7,62.1
20250207094411,20.7,62.2
20250207094413,20.7,62.3
20250207094415,20.7,62.2
20250207094417,20.7,62.1
20250207094419,20.7,62.2
20250207094421,20.7,62.1
20250207094423,20.7,62.1
20250207094425,20.7,62.2
20250207094427,20.7,62.2
20250207094429,20.7,62.3
20250207094431,20.7,62.2
20250207094433,20.7,62.3
20250207094435,20.7,62.3
20250207094447,20.7,62.4
20250207094448,20.8,62.4
20250207094449,20.7,62.4
20250207094450,20.7,62.4
20250207094451,20.8,62.5
20250207094452,20.8,62.4
20250207094453,20.8,62.4
20250207094454,20.8,62.6
20250207094455,20.7,62.5
20250207094456,20.7,62.6
20250207094457,20.7,62.5
20250207094459,20.8,62.5
20250207094501,20.8,62.5
20250207094503,20.8,62.5
20250207094515,20.7,62.5
20250207094516,20.8,62.5
20250207094517,20.7,62.6
20250207094518,20.8,62.5
20250207094519,20.8,62.5
20250207094520,20.8,62.5
20250207094521,20.8,62.6
20250207094522,20.8,62.5
20250207094523,20.8,62.5
20250207094524,20.8,62.6
20250207094525,20.8,62.5
20250207094527,20.8,62.5
20250207094529,20.8,62.5
20250207094531,20.8,62.5
20250207094533,20.8,62.5
20250207094535,20.8,62.5
20250207094537,20.8,62.5
20250207094549,20.8,62.4
20250207094550,20.8,62.3
20250207094551,20.8,62.4
20250207094552,20.8,62.4
20250207094553,20.8,62.3
20250207094554,20.8,62.3
20250207094555,20.8,62.3
20250207094556,20.8,62.4
20250207094557,20.8,62.4
20250207094558,20.8,62.4
20250207094559,20.8,62.3
20250207094601,20.8,62.3
20250207094603,20.8,62.4
20250207094605,20.8,62.3
20250207094617,20.8,62.4
20250207094618,20.8,62.4
20250207094619,20.8,62.4
20250207094620,20.8,62.3
20250207094621,20.8,62.4
20250207094622,20.8,62.4
20250207094623,20.8,62.4
20250207094624,20.8,62.3
20250207094625,20.8,62.3
20250207094626,20.8,62.3
20250207094627,20.9,62.4
20250207094639,20.9,62.3
20250207094640,20.9,62.4
20250207094641,20.9,62.4
20250207094642,20.9,62.4
20250207094643,20.9,62.4
20250207094644,20.9,62.4
20250207094645,20.9,62.5
20250207094646,20.9,62.5
20250207094647,20.9,62.4
20250207094648,20.9,62.5
20250207094649,20.9,62.5
20250207094651,20.9,62.4
20250207094653,20.9,62.4
20250207094705,20.9,62.5
20250207094706,20.9,62.5
20250207094707,20.9,62.4
20250207094708,20.9,62.4
20250207094709,20.9,62.4
20250207094710,20.9,62.6
20250207094711,20.9,62.4
20250207094712,20.9,62.4
20250207094713,20.9,62.5
20250207094714,20.9,62.5
20250207094715,20.9,62.5
20250207094717,20.9,62.5
20250207094719,20.9,62.4
20250207094721,20.9,62.5
20250207094723,20.9,62.4
20250207094725,20.9,62.4
20250207094727,20.9,62.5
20250207094729,20.9,62.5
20250207094741,20.9,62.5
20250207094742,20.9,62.5
20250207094743,20.9,62.4
20250207094744,20.9,62.4
20250207094745,20.9,62.4
20250207094746,20.9,62.4
20250207094747,20.9,62.5
20250207094748,20.9,62.4
20250207094749,20.9,62.4
20250207094750,20.9,62.5
20250207094751,20.9,62.5
20250207094753,20.9,62.4
20250207094755,20.9,62.6
20250207094757,20.9,62.6
20250207094759,21.0,62.5
20250207094801,21.0,62.5
20250207094813,20.9,62.5
20250207094814,21.0,62.6
20250207094815,21.0,62.5
20250207094816,20.9,62.5
20250207094817,21.0,62.5
20250207094818,20.9,62.5
20250207094819,21.0,62.5
20250207094820,20.9,62.5
20250207094821,21.0,62.4
20250207094822,21.0,62.5
20250207094824,21.0,62.5
20250207094826,21.0,62.4
20250207094828,21.0,62.4
20250207094840,21.0,62.5
20250207094841,21.0,62.5
20250207094842,21.0,62.5
20250207094843,21.0,62.5
20250207094844,21.0,62.4
20250207094845,21.0,62.5
20250207094846,21.0,62.4
20250207094847,21.0,62.4
20250207094848,21.0,62.4
20250207094849,21.0,62.3
20250207094850,21.0,62.4
20250207094852,21.0,62.4
20250207094854,21.0,62.4
20250207094856,21.0,62.4
20250207094858,21.0,62.4
20250207094900,21.0,62.4
20250207094902,21.0,62.3
20250207094904,21.0,62.4
20250207094906,21.0,62.4
20250207094908,21.1,62.3
20250207094910,21.0,62.3
20250207094912,21.0,62.3
20250207094914,21.0,62.3
20250207094916,21.0,62.4
20250207094918,21.0,62.3
20250207094920,21.0,62.4
20250207094922,21.0,62.4
20250207094924,21.1,62.3
20250207094926,21.0,62.3
20250207094928,21.1,62.3
20250207094930,21.1,62.4
20250207094942,21.1,62.4
20250207094943,21.1,62.3
20250207094944,21.1,62.3
20250207094945,21.1,62.3
20250207094946,21.1,62.3
20250207094947,21.1,62.3
20250207094948,21.1,62.3
20250207094949,21.1,62.3
20250207094950,21.1,62.3
20250207094951,21.1,62.4
20250207094952,21.1,62.3
20250207095004,21.1,62.3
20250207095005,21.1,62.4
20250207095006,21.1,62.4
20250207095007,21.1,62.4
20250207095008,21.1,62.3
20250207095009,21.1,62.4
20250207095010,21.1,62.3
20250207095011,21.1,62.3
20250207095012,21.1,62.3
20250207095013,21.1,62.4
20250207095014,21.1,62.3
20250207095016,21.1,62.3
20250207095018,21.1,62.3
20250207095020,21.1,62.3
20250207095032,21.1,62.3
20250207095033,21.1,62.4
20250207095034,21.1,62.4
20250207095035,21.1,62.3
20250207095036,21.1,62.3
20250207095037,21.2,62.3
20250207095038,21.1,62.3
20250207095039,21.2,62.3
20250207095040,21.2,62.3
20250207095041,21.2,62.3
20250207095042,21.2,62.3
20250207095054,21.2,62.3
20250207095055,21.2,62.2
20250207095056,21.2,62.2
20250207095057,21.2,62.2
20250207095058,21.2,62.1
20250207095059,21.2,62.1
20250207095100,21.2,62.1
20250207095101,21.2,62.0
20250207095102,21.2,62.0
20250207095103,21.2,62.1
20250207095104,21.2,62.0
20250207095106,21.2,62.1
20250207095108,21.2,62.1
20250207095110,21.2,62.1
20250207095112,21.2,62.1
20250207095114,21.2,62.1
20250207095116,21.2,62.1
20250207095128,21.2,62.1
20250207095129,21.2,62.1
20250207095130,21.2,62.2
20250207095131,21.2,62.1
20250207095132,21.2,62.0
20250207095133,21.2,62.1
20250207095134,21.2,62.1
20250207095135,21.2,62.1
20250207095136,21.2,62.1
20250207095137,21.2,62.2
20250207095138,21.3,62.2
20250207095140,21.3,62.2
20250207095152,21.2,62.1
20250207095153,21.3,62.0
20250207095154,21.3,62.0
20250207095155,21.3,62.0
20250207095156,21.3,62.0
20250207095157,21.3,61.9
20250207095158,21.3,61.9
20250207095159,21.3,61.9
20250207095200,21.3,61.9
20250207095201,21.3,61.9
20250207095202,21.3,61.9
20250207095214,21.3,61.9
20250207095215,21.3,61.9
20250207095216,21.3,61.8
20250207095217,21.3,61.8
20250207095218,21.4,61.7
20250207095219,21.4,61.8
20250207095220,21.3,61.8
20250207095221,21.4,61.7
20250207095222,21.4,61.7
20250207095223,21.4,61.7
20250207095224,21.4,61.6
20250207095226,21.4,61.6
20250207095238,21.4,61.6
20250207095239,21.4,61.7
20250207095240,21.4,61.6
20250207095241,21.4,61.7
20250207095242,21.4,61.7
20250207095243,21.4,61.7
20250207095244,21.4,61.8
20250207095245,21.4,61.8
20250207095246,21.5,61.7
20250207095247,21.5,61.6
20250207095248,21.5,61.6
20250207095250,21.5,61.7
20250207095252,21.5,61.6
20250207095254,21.5,61.6
20250207095257,21.5,61.6
20250207095309,21.5,61.6
20250207095310,21.5,61.6
20250207095311,21.5,61.5
20250207095312,21.5,61.5
20250207095313,21.5,61.5
20250207095314,21.5,61.5
20250207095315,21.5,61.4
20250207095316,21.5,61.5
20250207095317,21.5,61.4
20250207095318,21.5,61.3
20250207095319,21.5,61.3
20250207095321,21.5,61.3
20250207095323,21.5,61.3
20250207095325,21.6,61.3
20250207095327,21.6,61.2
20250207095329,21.6,61.2
20250207095331,21.6,61.2
20250207095333,21.6,61.2
20250207095345,21.6,61.2
20250207095346,21.6,61.2
20250207095347,21.6,61.2
20250207095348,21.6,61.2
20250207095349,21.6,61.2
20250207095350,21.6,61.1
20250207095351,21.6,61.1
20250207095352,21.6,61.1
20250207095353,21.6,61.0
20250207095354,21.6,61.0
20250207095355,21.6,61.0
20250207095357,21.6,61.0
20250207095409,21.6,61.1
20250207095410,21.6,61.0
20250207095411,21.6,61.0
20250207095412,21.6,61.0
20250207095413,21.6,61.0
20250207095414,21.6,61.0
20250207095415,21.6,61.0
20250207095416,21.7,61.0
20250207095417,21.6,61.0
20250207095418,21.6,61.0
20250207095419,21.6,61.0
20250207095431,21.7,61.0
20250207095432,21.7,61.0
20250207095433,21.6,61.0
20250207095434,21.7,61.0
20250207095435,21.7,61.0
20250207095436,21.7,61.0
20250207095437,21.7,61.0
20250207095438,21.7,61.0
20250207095439,21.7,61.0
20250207095440,21.7,61.1
20250207095441,21.7,61.2
20250207095443,21.7,61.1
20250207095455,21.7,61.2
20250207095456,21.7,61.1
20250207095457,21.7,61.1
20250207095458,21.7,61.0
20250207095459,21.7,61.1
20250207095500,21.7,61.1
20250207095501,21.7,61.0
20250207095502,21.7,61.0
20250207095503,21.7,61.0
20250207095504,21.7,61.1
20250207095505,21.7,61.0
20250207095507,21.7,61.1
20250207095509,21.7,61.1
20250207095511,21.7,61.1
20250207095513,21.7,61.1
20250207095515,21.7,61.2
20250207095527,21.7,61.1
20250207095528,21.8,61.1
20250207095529,21.7,61.1
20250207095530,21.8,61.1
20250207095531,21.8,61.1
20250207095532,21.8,61.2
20250207095533,21.8,61.1
20250207095534,21.8,61.2
20250207095535,21.8,61.2
20250207095536,21.8,61.3
20250207095537,21.8,61.2
20250207095549,21.8,61.2
20250207095550,21.8,61.2
20250207095551,21.8,61.2
20250207095552,21.8,61.3
20250207095553,21.8,61.2
20250207095554,21.8,61.3
20250207095555,21.8,61.1
20250207095556,21.8,61.2
20250207095557,21.8,61.0
20250207095558,21.8,61.1
20250207095559,21.8,61.1
20250207095611,21.8,61.1
20250207095612,21.8,61.0
20250207095613,21.8,61.0
20250207095614,21.8,60.9
20250207095615,21.8,61.0
20250207095616,21.8,60.9
20250207095617,21.8,60.9
20250207095618,21.8,60.9
20250207095619,21.8,60.8
20250207095620,21.8,60.7
20250207095621,21.8,60.8
20250207095623,21.8,60.7
20250207095625,21.8,60.7
20250207095627,21.8,60.7
20250207095629,21.8,60.6
20250207095631,21.8,60.7
20250207095633,21.9,60.7
20250207095635,21.8,60.7
20250207095637,21.9,60.7
20250207095649,21.9,60.8
20250207095650,21.8,60.7
20250207095651,21.9,60.8
20250207095652,21.9,60.7
20250207095653,21.9,60.8
20250207095654,21.9,60.7
20250207095655,21.8,60.8
20250207095656,21.9,60.8
20250207095657,21.9,60.7
20250207095658,21.9,60.7
20250207095659,21.9,60.7
20250207095711,21.9,60.8
20250207095712,21.9,60.7
20250207095713,21.9,60.7
20250207095714,21.9,60.7
20250207095715,21.9,60.7
20250207095716,21.9,60.6
20250207095717,21.9,60.6
20250207095718,21.9,60.7
20250207095719,21.9,60.6
20250207095720,21.9,60.6
20250207095721,21.9,60.7
20250207095733,21.9,60.7
20250207095734,21.9,60.7
20250207095735,21.9,60.7
20250207095736,21.9,60.7
20250207095737,21.9,60.7
20250207095738,21.9,60.6
20250207095739,21.9,60.6
20250207095740,21.9,60.6
20250207095741,21.9,60.4
20250207095742,21.9,60.4
20250207095744,21.9,60.5
20250207095746,21.9,60.5
20250207095748,21.9,60.6
20250207095800,21.9,60.6
20250207095801,22.0,60.7
20250207095802,22.0,60.8
20250207095803,22.0,61.2
20250207095804,22.0,61.6
20250207095805,22.0,61.9
20250207095806,22.1,62.1
20250207095807,22.1,62.3
20250207095808,22.2,62.5
20250207095809,22.3,62.6
20250207095810,22.3,62.6
20250207095822,22.4,62.6
20250207095823,22.5,62.7
20250207095824,22.5,62.6
20250207095825,22.6,62.7
20250207095826,22.7,62.7
20250207095827,22.7,62.7
20250207095828,22.8,62.7
20250207095829,22.9,62.6
20250207095830,23.0,62.6
20250207095831,23.0,62.6
20250207095832,23.1,62.5
20250207095834,23.2,62.5
20250207095836,23.3,62.4
20250207095848,23.4,62.5
20250207095849,23.5,62.5
20250207095850,23.5,62.3
20250207095851,23.6,62.4
20250207095852,23.7,62.3
20250207095853,23.8,62.1
20250207095854,23.9,62.1
20250207095855,24.0,61.8
20250207095856,24.1,61.7
20250207095857,24.2,61.5
20250207095858,24.2,61.2
20250207095900,24.3,61.1
20250207095902,24.4,60.9
20250207095914,24.5,60.7
20250207095915,24.5,60.5
20250207095916,24.6,60.3
20250207095917,24.7,60.2
20250207095918,24.8,60.0
20250207095919,24.9,59.8
20250207095920,24.9,59.7
20250207095921,25.0,59.5
20250207095922,25.1,59.3
20250207095923,25.2,59.1
20250207095924,25.2,58.9
20250207095926,25.3,58.8
20250207095928,25.4,58.7
20250207095930,25.4,58.5
20250207095932,25.5,58.4
20250207095934,25.5,58.2
20250207095936,25.6,58.0
20250207095938,25.7,57.9
20250207095950,25.7,57.7
20250207095951,25.8,57.6
20250207095952,25.8,57.4
20250207095953,25.9,57.4
20250207095954,25.9,57.3
20250207095955,26.0,57.2
20250207095956,26.0,57.0
20250207095957,26.1,56.9
20250207095958,26.1,56.8
20250207095959,26.2,56.6
20250207100000,26.2,56.4
20250207100002,26.3,56.2
20250207100004,26.3,56.0
20250207100006,26.4,56.0
20250207100008,26.4,55.8
20250207100010,26.5,55.7
20250207100012,26.5,55.7
20250207100014,26.6,55.7
20250207100016,26.6,55.7
20250207100028,26.7,55.6
20250207100029,26.7,55.6
20250207100030,26.7,55.5
20250207100031,26.8,55.4
20250207100032,26.8,55.4
20250207100033,26.9,55.4
20250207100034,26.9,55.3
